===== Hyperparameters =====
seed: 42
tsrna_pca_dim: 32
disease_pca_dim: 32
motif_pca_dim: 0
train_batch_size: 32
val_batch_size: 32
embedding_size: 32
hidden_units: 32
att_layers: 2
head_num: 4
mlp_list: [64]
group_hidden_dimension: 8
drop_rate_att: 0.1
dp_rate_amp: 0.1
lr: 0.001
weight_decay: 1e-05
epochs: 200
===========================

Epoch 1 | Loss: 1.2557 | LR: 0.001000
Epoch 30 | Loss: 0.4831 | LR: 0.001000
Epoch 31 | Loss: 0.4713 | LR: 0.001000
Epoch 32 | Loss: 0.4558 | LR: 0.001000
Epoch 33 | Loss: 0.4511 | LR: 0.001000
Epoch 34 | Loss: 0.4601 | LR: 0.001000
Epoch 35 | Loss: 0.4402 | LR: 0.001000
Epoch 36 | Loss: 0.4546 | LR: 0.001000
Epoch 37 | Loss: 0.4407 | LR: 0.001000
Epoch 38 | Loss: 0.4399 | LR: 0.001000
Epoch 39 | Loss: 0.4258 | LR: 0.001000
Epoch 40 | Loss: 0.4303 | LR: 0.001000
Epoch 41 | Loss: 0.4337 | LR: 0.001000
Epoch 42 | Loss: 0.4575 | LR: 0.001000
Epoch 43 | Loss: 0.4500 | LR: 0.001000
Epoch 44 | Loss: 0.4357 | LR: 0.001000
Epoch 45 | Loss: 0.4103 | LR: 0.001000
Epoch 46 | Loss: 0.4280 | LR: 0.001000
Epoch 47 | Loss: 0.4120 | LR: 0.001000
Epoch 48 | Loss: 0.3872 | LR: 0.001000
Epoch 49 | Loss: 0.4154 | LR: 0.001000
Epoch 50 | Loss: 0.4426 | LR: 0.001000
Epoch 51 | Loss: 0.3996 | LR: 0.001000
Epoch 52 | Loss: 0.3852 | LR: 0.001000
Epoch 53 | Loss: 0.3876 | LR: 0.001000
Epoch 54 | Loss: 0.3702 | LR: 0.001000
Epoch 55 | Loss: 0.3958 | LR: 0.001000
Epoch 56 | Loss: 0.3816 | LR: 0.001000
Epoch 57 | Loss: 0.3662 | LR: 0.001000
Epoch 58 | Loss: 0.3745 | LR: 0.001000
Epoch 59 | Loss: 0.3732 | LR: 0.001000
Epoch 60 | Loss: 0.3849 | LR: 0.001000
Epoch 61 | Loss: 0.3611 | LR: 0.001000
Epoch 62 | Loss: 0.3649 | LR: 0.001000
Epoch 63 | Loss: 0.3761 | LR: 0.001000
Epoch 64 | Loss: 0.4019 | LR: 0.001000
Epoch 65 | Loss: 0.4437 | LR: 0.001000
Epoch 66 | Loss: 0.3809 | LR: 0.001000
Epoch 67 | Loss: 0.3549 | LR: 0.001000
Epoch 68 | Loss: 0.3840 | LR: 0.001000
Epoch 69 | Loss: 0.3590 | LR: 0.001000
Epoch 70 | Loss: 0.3476 | LR: 0.001000
Epoch 71 | Loss: 0.3175 | LR: 0.001000
Epoch 72 | Loss: 0.3309 | LR: 0.001000
Epoch 73 | Loss: 0.3308 | LR: 0.001000
Epoch 74 | Loss: 0.3399 | LR: 0.001000
Epoch 75 | Loss: 0.3153 | LR: 0.001000
Epoch 76 | Loss: 0.2994 | LR: 0.001000
Epoch 77 | Loss: 0.2807 | LR: 0.001000
Epoch 78 | Loss: 0.3053 | LR: 0.001000
Epoch 79 | Loss: 0.3415 | LR: 0.001000
Epoch 80 | Loss: 0.2746 | LR: 0.001000
Epoch 81 | Loss: 0.2779 | LR: 0.001000
Epoch 82 | Loss: 0.2319 | LR: 0.001000
Epoch 83 | Loss: 0.2363 | LR: 0.001000
Epoch 84 | Loss: 0.2685 | LR: 0.001000
Epoch 85 | Loss: 0.2625 | LR: 0.001000
Epoch 86 | Loss: 0.2653 | LR: 0.001000
Epoch 87 | Loss: 0.2430 | LR: 0.001000
Epoch 88 | Loss: 0.2614 | LR: 0.001000
Epoch 89 | Loss: 0.2412 | LR: 0.001000
Epoch 90 | Loss: 0.2271 | LR: 0.001000
Epoch 91 | Loss: 0.2446 | LR: 0.001000
Epoch 92 | Loss: 0.2376 | LR: 0.001000
Epoch 93 | Loss: 0.2188 | LR: 0.001000
Epoch 94 | Loss: 0.2003 | LR: 0.001000
Epoch 95 | Loss: 0.1814 | LR: 0.001000
Epoch 96 | Loss: 0.1644 | LR: 0.001000
Epoch 97 | Loss: 0.1730 | LR: 0.001000
Epoch 98 | Loss: 0.1814 | LR: 0.001000
Epoch 99 | Loss: 0.1610 | LR: 0.001000
Epoch 100 | Loss: 0.1568 | LR: 0.001000
Epoch 101 | Loss: 0.1930 | LR: 0.001000
Epoch 102 | Loss: 0.1588 | LR: 0.001000
Epoch 103 | Loss: 0.1498 | LR: 0.001000
Epoch 104 | Loss: 0.1264 | LR: 0.001000
Epoch 105 | Loss: 0.1243 | LR: 0.001000
Epoch 106 | Loss: 0.1750 | LR: 0.001000
Epoch 107 | Loss: 0.1277 | LR: 0.001000
Epoch 108 | Loss: 0.1345 | LR: 0.001000
Epoch 109 | Loss: 0.1692 | LR: 0.001000
Epoch 110 | Loss: 0.1345 | LR: 0.001000
Epoch 111 | Loss: 0.1481 | LR: 0.001000
Epoch 112 | Loss: 0.1418 | LR: 0.001000
Epoch 113 | Loss: 0.1241 | LR: 0.001000
Epoch 114 | Loss: 0.1224 | LR: 0.001000
Epoch 115 | Loss: 0.1342 | LR: 0.001000
Epoch 116 | Loss: 0.1049 | LR: 0.001000
Epoch 117 | Loss: 0.1093 | LR: 0.001000
Epoch 118 | Loss: 0.0849 | LR: 0.001000
Epoch 119 | Loss: 0.0943 | LR: 0.001000
Epoch 120 | Loss: 0.1296 | LR: 0.001000
Epoch 121 | Loss: 0.1522 | LR: 0.001000
Epoch 122 | Loss: 0.1022 | LR: 0.001000
Epoch 123 | Loss: 0.0934 | LR: 0.001000
Epoch 124 | Loss: 0.1140 | LR: 0.001000
Epoch 125 | Loss: 0.0748 | LR: 0.001000
Epoch 126 | Loss: 0.0752 | LR: 0.001000
Epoch 127 | Loss: 0.0601 | LR: 0.001000
Epoch 128 | Loss: 0.0662 | LR: 0.001000
Epoch 129 | Loss: 0.0919 | LR: 0.001000
Epoch 130 | Loss: 0.0717 | LR: 0.001000
Epoch 131 | Loss: 0.0602 | LR: 0.001000
Epoch 132 | Loss: 0.0591 | LR: 0.001000
Epoch 133 | Loss: 0.0580 | LR: 0.001000
Epoch 134 | Loss: 0.0838 | LR: 0.001000
Epoch 135 | Loss: 0.0688 | LR: 0.001000
Epoch 136 | Loss: 0.0543 | LR: 0.001000
Epoch 137 | Loss: 0.0606 | LR: 0.001000
Epoch 138 | Loss: 0.0588 | LR: 0.001000
Epoch 139 | Loss: 0.0858 | LR: 0.001000
Epoch 140 | Loss: 0.1295 | LR: 0.001000
Epoch 141 | Loss: 0.0838 | LR: 0.001000
Epoch 142 | Loss: 0.0777 | LR: 0.001000
Epoch 143 | Loss: 0.0450 | LR: 0.001000
Epoch 144 | Loss: 0.0341 | LR: 0.001000
Epoch 145 | Loss: 0.0331 | LR: 0.001000
Epoch 146 | Loss: 0.0564 | LR: 0.001000
Epoch 147 | Loss: 0.0593 | LR: 0.001000
Epoch 148 | Loss: 0.0882 | LR: 0.001000
Epoch 149 | Loss: 0.0461 | LR: 0.001000
Epoch 150 | Loss: 0.0358 | LR: 0.001000
Epoch 151 | Loss: 0.0370 | LR: 0.001000
Epoch 152 | Loss: 0.0324 | LR: 0.001000
Epoch 153 | Loss: 0.0260 | LR: 0.001000
Epoch 154 | Loss: 0.0230 | LR: 0.001000
Epoch 155 | Loss: 0.0465 | LR: 0.001000
Epoch 156 | Loss: 0.0386 | LR: 0.001000
Epoch 157 | Loss: 0.0356 | LR: 0.001000
Epoch 158 | Loss: 0.0313 | LR: 0.001000
Epoch 159 | Loss: 0.0495 | LR: 0.001000
Epoch 160 | Loss: 0.0306 | LR: 0.001000
Epoch 161 | Loss: 0.0278 | LR: 0.001000
Epoch 162 | Loss: 0.0279 | LR: 0.001000
Epoch 163 | Loss: 0.0278 | LR: 0.001000
Epoch 164 | Loss: 0.0211 | LR: 0.001000
Epoch 165 | Loss: 0.0294 | LR: 0.001000
Epoch 166 | Loss: 0.0329 | LR: 0.001000
Epoch 167 | Loss: 0.0469 | LR: 0.001000
Epoch 168 | Loss: 0.0939 | LR: 0.001000
Epoch 169 | Loss: 0.0698 | LR: 0.001000
Epoch 170 | Loss: 0.0619 | LR: 0.001000
Epoch 171 | Loss: 0.0253 | LR: 0.001000
Epoch 172 | Loss: 0.0456 | LR: 0.001000
Epoch 173 | Loss: 0.0573 | LR: 0.001000
Epoch 174 | Loss: 0.0232 | LR: 0.001000
Epoch 175 | Loss: 0.0238 | LR: 0.001000
Epoch 176 | Loss: 0.0159 | LR: 0.001000
Epoch 177 | Loss: 0.0194 | LR: 0.001000
Epoch 178 | Loss: 0.0087 | LR: 0.001000
Epoch 179 | Loss: 0.0123 | LR: 0.001000
Epoch 180 | Loss: 0.0124 | LR: 0.001000
Epoch 181 | Loss: 0.0138 | LR: 0.001000
Epoch 182 | Loss: 0.0449 | LR: 0.001000
Epoch 183 | Loss: 0.0595 | LR: 0.001000
Epoch 184 | Loss: 0.0665 | LR: 0.001000
Epoch 185 | Loss: 0.0154 | LR: 0.001000
Epoch 186 | Loss: 0.0255 | LR: 0.001000
Epoch 187 | Loss: 0.0214 | LR: 0.001000
Epoch 188 | Loss: 0.0237 | LR: 0.001000
Epoch 189 | Loss: 0.0078 | LR: 0.001000
Epoch 190 | Loss: 0.0092 | LR: 0.001000
Epoch 191 | Loss: 0.0115 | LR: 0.001000
Epoch 192 | Loss: 0.0246 | LR: 0.001000
Epoch 193 | Loss: 0.0243 | LR: 0.001000
Epoch 194 | Loss: 0.0186 | LR: 0.001000
Epoch 195 | Loss: 0.0154 | LR: 0.001000
Epoch 196 | Loss: 0.0104 | LR: 0.001000
Epoch 197 | Loss: 0.0225 | LR: 0.001000
Epoch 198 | Loss: 0.0085 | LR: 0.001000
Epoch 199 | Loss: 0.0101 | LR: 0.001000
Epoch 200 | Loss: 0.0085 | AUC: 0.9070, AUPR: 0.9178, Acc: 0.8361, Prec: 0.8596, Rec: 0.8033, F1: 0.8305 | LR: 0.001000

===== Final Epoch Metrics =====
AUC: 0.9070
AUPR: 0.9178
Accuracy: 0.8361
Precision: 0.8596
Recall: 0.8033
F1: 0.8305
========================
